"","metric","year","value.x","country.x","SAP.x","value.y","country.y","SAP.y"
"7985","Total reserves in months of imports",2000,1.92891647488978,"Angola","Has not received IMF money",1.67974626569759,"Namibia","Angola has not received IMF money"
"7986","Total reserves in months of imports",2001,1.06051298619751,"Angola","Has not received IMF money",1.48754286759837,"Namibia","Angola has not received IMF money"
"7987","Total reserves in months of imports",2002,0.515950491062243,"Angola","Has not received IMF money",2.36940491605242,"Namibia","Angola has not received IMF money"
"7988","Total reserves in months of imports",2003,0.722048941236958,"Angola","Has not received IMF money",1.89825022310506,"Namibia","Angola has not received IMF money"
"7989","Total reserves in months of imports",2004,1.25835735524017,"Angola","Has not received IMF money",1.50977684354761,"Namibia","Angola has not received IMF money"
"7990","Total reserves in months of imports",2005,1.99794220547624,"Angola","Has not received IMF money",1.2289519771009,"Namibia","Angola has not received IMF money"
"7991","Total reserves in months of imports",2006,4.32469967086085,"Angola","Has not received IMF money",1.63875565303458,"Namibia","Angola has not received IMF money"
"7992","Total reserves in months of imports",2007,3.89157343751113,"Angola","Has not received IMF money",2.65517304583163,"Namibia","Angola has not received IMF money"
"7993","Total reserves in months of imports",2008,3.74480928595891,"Angola","Has not received IMF money",3.00743897889147,"Namibia","Angola has not received IMF money"
"7994","Total reserves in months of imports",2009,3.3611382027568,"Angola","Has not received IMF money",4.5124470402902,"Namibia","Angola has not received IMF money"
"7995","Total reserves in months of imports",2010,5.41091833069454,"Angola","Has received IMF money",3.14733983752823,"Namibia","Angola has received IMF money"
"7996","Total reserves in months of imports",2011,6.0305602882839,"Angola","Has received IMF money",3.19382905459259,"Namibia","Angola has received IMF money"
"7997","Total reserves in months of imports",2012,6.61494628107062,"Angola","Has received IMF money",2.64094185296622,"Namibia","Angola has received IMF money"
"7998","Total reserves in months of imports",2013,6.28848630390088,"Angola","Has received IMF money",2.50016053362498,"Namibia","Angola has received IMF money"
"7999","Total reserves in months of imports",2014,5.14629092203124,"Angola","Has received IMF money",1.74798588766038,"Namibia","Angola has received IMF money"
"8000","Total reserves in months of imports",2015,6.48204569064841,"Angola","Has received IMF money",2.73995845765915,"Namibia","Angola has received IMF money"
"8001","Total reserves minus gold (current US$)",2000,1198212373.02401,"Angola","Has not received IMF money",259836317.576792,"Namibia","Angola has not received IMF money"
"8002","Total reserves minus gold (current US$)",2001,731866198.100655,"Angola","Has not received IMF money",234251046.833656,"Namibia","Angola has not received IMF money"
"8003","Total reserves minus gold (current US$)",2002,375545950.307129,"Angola","Has not received IMF money",323133447.622758,"Namibia","Angola has not received IMF money"
"8004","Total reserves minus gold (current US$)",2003,634199422.3308,"Angola","Has not received IMF money",325217778.017771,"Namibia","Angola has not received IMF money"
"8005","Total reserves minus gold (current US$)",2004,1379588147.35472,"Angola","Has not received IMF money",345060355.267101,"Namibia","Angola has not received IMF money"
"8006","Total reserves minus gold (current US$)",2005,3196850749.33725,"Angola","Has not received IMF money",312104907.411467,"Namibia","Angola has not received IMF money"
"8007","Total reserves minus gold (current US$)",2006,8149079645.64961,"Angola","Has not received IMF money",449578847.200303,"Namibia","Angola has not received IMF money"
"8008","Total reserves minus gold (current US$)",2007,11196800894.0338,"Angola","Has not received IMF money",896022010.407354,"Namibia","Angola has not received IMF money"
"8009","Total reserves minus gold (current US$)",2008,17869411576.4837,"Angola","Has not received IMF money",1292933974.64599,"Namibia","Angola has not received IMF money"
"8010","Total reserves minus gold (current US$)",2009,13664098153.6474,"Angola","Has not received IMF money",2050927526.8344,"Namibia","Angola has not received IMF money"
"8011","Total reserves minus gold (current US$)",2010,19678661657.2159,"Angola","Has received IMF money",1695691125.42722,"Namibia","Angola has received IMF money"
"8012","Total reserves minus gold (current US$)",2011,27039761554.085,"Angola","Has received IMF money",1786689867.90836,"Namibia","Angola has received IMF money"
"8013","Total reserves minus gold (current US$)",2012,31161778888.6797,"Angola","Has received IMF money",1745866242.29235,"Namibia","Angola has received IMF money"
"8014","Total reserves minus gold (current US$)",2013,31500815461.6599,"Angola","Has received IMF money",1511161812.62397,"Namibia","Angola has received IMF money"
"8015","Total reserves minus gold (current US$)",2014,27032344084.4907,"Angola","Has received IMF money",1177200513.39186,"Namibia","Angola has received IMF money"
"8016","Total reserves minus gold (current US$)",2015,23790543425.2351,"Angola","Has received IMF money",1688180787.14781,"Namibia","Angola has received IMF money"
"8017","Trade (% of GDP)",2000,152.547109454858,"Angola","Has not received IMF money",87.0918942294063,"Namibia","Angola has not received IMF money"
"8018","Trade (% of GDP)",2001,150.335794690093,"Angola","Has not received IMF money",90.6450428678427,"Namibia","Angola has not received IMF money"
"8019","Trade (% of GDP)",2002,105.301742600149,"Angola","Has not received IMF money",96.5341552537167,"Namibia","Angola has not received IMF money"
"8020","Trade (% of GDP)",2003,103.901226814948,"Angola","Has not received IMF money",98.2351823827612,"Namibia","Angola has not received IMF money"
"8021","Trade (% of GDP)",2004,103.579924362095,"Angola","Has not received IMF money",83.488746240789,"Namibia","Angola has not received IMF money"
"8022","Trade (% of GDP)",2005,106.590962129525,"Angola","Has not received IMF money",82.349082225191,"Namibia","Angola has not received IMF money"
"8023","Trade (% of GDP)",2006,94.6251593320477,"Angola","Has not received IMF money",88.6242409972841,"Namibia","Angola has not received IMF money"
"8024","Trade (% of GDP)",2007,108.060067893978,"Angola","Has not received IMF money",106.299854905326,"Namibia","Angola has not received IMF money"
"8025","Trade (% of GDP)",2008,121.36470790564,"Angola","Has not received IMF money",121.207317583358,"Namibia","Angola has not received IMF money"
"8026","Trade (% of GDP)",2009,122.446142344145,"Angola","Has not received IMF money",125.477558249863,"Namibia","Angola has not received IMF money"
"8027","Trade (% of GDP)",2010,104.123629959119,"Angola","Has received IMF money",108.41349125361,"Namibia","Angola has received IMF money"
"8028","Trade (% of GDP)",2011,99.9825078537909,"Angola","Has received IMF money",103.001158952659,"Namibia","Angola has received IMF money"
"8029","Trade (% of GDP)",2012,91.8000986064676,"Angola","Has received IMF money",103.56668452323,"Namibia","Angola has received IMF money"
"8030","Trade (% of GDP)",2013,86.8119307833605,"Angola","Has received IMF money",99.2349744071251,"Namibia","Angola has received IMF money"
"8031","Trade (% of GDP)",2014,79.3329275092697,"Angola","Has received IMF money",102.14273679212,"Namibia","Angola has received IMF money"
"8032","Trade (% of GDP)",2015,62.8885207850511,"Angola","Has received IMF money",107.135039932925,"Namibia","Angola has received IMF money"
"8033","Trade in services (% of GDP)",2000,32.4959656911971,"Angola","Has not received IMF money",12.8817267490937,"Namibia","Angola has not received IMF money"
"8034","Trade in services (% of GDP)",2001,41.6361175932521,"Angola","Has not received IMF money",15.8783461997835,"Namibia","Angola has not received IMF money"
"8035","Trade in services (% of GDP)",2002,23.085715691937,"Angola","Has not received IMF money",15.1957248808868,"Namibia","Angola has not received IMF money"
"8036","Trade in services (% of GDP)",2003,19.773626814688,"Angola","Has not received IMF money",14.3558846001318,"Namibia","Angola has not received IMF money"
"8037","Trade in services (% of GDP)",2004,21.7624167652463,"Angola","Has not received IMF money",13.8191345425102,"Namibia","Angola has not received IMF money"
"8038","Trade in services (% of GDP)",2005,18.8467278553635,"Angola","Has not received IMF money",10.9723152277532,"Namibia","Angola has not received IMF money"
"8039","Trade in services (% of GDP)",2006,17.1730529801315,"Angola","Has not received IMF money",12.1847185605405,"Namibia","Angola has not received IMF money"
"8040","Trade in services (% of GDP)",2007,19.8478039714288,"Angola","Has not received IMF money",12.7099886227723,"Namibia","Angola has not received IMF money"
"8041","Trade in services (% of GDP)",2008,25.3773970573697,"Angola","Has not received IMF money",13.4324067990982,"Namibia","Angola has not received IMF money"
"8042","Trade in services (% of GDP)",2009,28.151635734932,"Angola","Has not received IMF money",13.2555586055931,"Namibia","Angola has not received IMF money"
"8043","Trade in services (% of GDP)",2010,23.4025768776382,"Angola","Has received IMF money",12.2448910573753,"Namibia","Angola has received IMF money"
"8044","Trade in services (% of GDP)",2011,21.8286186856867,"Angola","Has received IMF money",12.0285371982837,"Namibia","Angola has received IMF money"
"8045","Trade in services (% of GDP)",2012,17.9022609180175,"Angola","Has received IMF money",11.6632380353768,"Namibia","Angola has received IMF money"
"8046","Trade in services (% of GDP)",2013,17.8317706613607,"Angola","Has received IMF money",10.426743998328,"Namibia","Angola has received IMF money"
"8047","Trade in services (% of GDP)",2014,18.2819241999795,"Angola","Has received IMF money",14.7041076687993,"Namibia","Angola has received IMF money"
"8048","Trade in services (% of GDP)",2015,15.9495732415412,"Angola","Has received IMF money",13.3779873658566,"Namibia","Angola has received IMF money"
"8049","Transport services (% of commercial service exports)",2000,6.02738700987728,"Angola","Has not received IMF money",22.9490132102554,"Namibia","Angola has not received IMF money"
"8050","Transport services (% of commercial service exports)",2001,6.64691358024691,"Angola","Has not received IMF money",13.6259432578189,"Namibia","Angola has not received IMF money"
