Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Net official flows from UN agencies, UNTA (current US$)",DT.NFL.UNTA.CD,1980000,1450000,2710000,3420000,2320000,2750000,1760000,2630000,770000,,,,,,,,,,,
"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNPBF (current US$)",DT.NFL.UNPB.CD,,,,,,,,,,,,,,,,,,,,
Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,,,,,,,,,2.006693,,,,,,,,,,,
Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP1.ZG,,,,,,,,,0.7726,,,,,,,,,,,
Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,,,,,,,,,437000,,,,,,,,,,,
Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP1.CG,,,,,,,,,0.0146794,,,,,,,,,,,
"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,297,308,320,334,350,368,377,379,382,385,384,383,380,376,370,366,362,359,,
"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,33,42,53,59,54,52,66,52,54,48,50,51,54,60,54,58,57,51,,
Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,68,68,74,71,69,72,18,74,37,41,48,27,45,23,34,,27,,,
"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,,,,,,,,4.3,,,,,,,,,1,,,
"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,,2.90000009536743,,,,,,4.30000019073486,,,,,,,,,,,,
"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,,2.29999995231628,,,,,,4.19999980926514,,,,,,,,,,,,
"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,,,,,,,,8.2,,,,,,,,,4.9,,,
"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,,8.60000038146973,,,,,,8.19999980926514,,,,,,,,,,,,
"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,,6.90000009536743,,,,,,8.10000038146973,,,,,,,,,,,,
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,,,,,,,,,,,,48.8,,,
"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,,,,,,,,,,,,,,26.9,,,23.6,,,
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.9,,,,,7.2,,,,,5.7,,,,,5,4.7,,,
"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,11.9,,,,,11,,,,,8.7,,,,,7.5,7,,,
"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,4,,,,,3.7,,,,,2.8,,,,,2.6,2.5,,,
"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,,,,,,,,29.2,,,,,,,,,37.6,,,
"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,,54.5,,,,,,32.4000015258789,,,,,,,,,,,,
"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,,47.2999992370605,,,,,,26.1000003814697,,,,,,,,,,,,
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,,,,,,,,,,,,,,,
"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,,,,,,,,,,,,,,,,,,,,
"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,,,,,,,,,,,,,,,,,,,,
"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,6.5,,,,,5.5,,,,,4.4,,,,,3.7,3.4,,,
"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,3.4,,,,,3.2,,,,,2.6,,,,,2.2,2,,,
"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,4.9,,,,,4.3,,,,,3.5,,,,,2.9,2.7,,,
"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,,,,,,,,,,,,,,,,,3.3,,,
"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,,5.09999990463257,,,,,,,,,,,,,,,,,,
"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,,5.5,,,,,,,,,,,,,,,,,,
Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,,,,,,,,,,,,,,,,,42.6,,,
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,,,,,,,,,,,,,,,,,39.7,,,
People practicing open defecation (% of population),SH.STA.ODFC.ZS,42.866514305609,41.414834135928,39.9543888923273,38.4866458713029,37.0111440000245,35.5313711543293,34.246725659248,32.9584522070884,31.6655760306466,30.3701633576227,29.070738409121,27.767852383334,26.462067762369,25.1539695948885,23.8430904352264,22.534270004493,21.2265936719213,19.9207369017139,,
"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,19.1021675349602,18.0358083566894,16.969449178418,15.9030900001471,14.8367308218762,13.7703716436049,12.704012465334,11.6376532870631,10.5712941087922,9.5049349305209,8.43857575225002,7.37221657397913,6.30585739570824,5.2394982174369,4.17313903916602,3.10677986089513,2.04042068262424,0.974061504352903,,
"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,66.7137057737184,66.0164020921907,65.3190984106629,64.6217947291352,63.9244910476075,63.2271873660798,62.529883684552,61.8325800030243,61.1352763214966,60.4379726399686,59.7406689584409,59.0433652769132,58.3460615953854,57.6487579138577,56.95145423233,56.2541505508023,55.5568468692745,54.8595431877468,,
"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,,,,,,,,,,,,,,,,,,,,
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,827,766,690,628,574,519,473,431,395,359,326,300,281,269,258,251,246,241,,
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,15.6,,,,,,,,,19,,,
"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,,29.3999996185303,,,,,,16.6000003814697,,,,,,,,,,,,
"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,,25.6000003814697,,,,,,14.6000003814697,,,,,,,,,,,,
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,,,,,,,,24.13376,24.30969,26.2275810955141,26.3756679923904,26.5212733758645,26.6641825709428,,
"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,,,,,,,,37.10069,37.10069,33.946646268947,33.946646268947,33.946646268947,33.946646268947,,
"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,,,,,,,,,,,,,14.85933,14.85933,13.2348857441835,13.2348857441835,13.2348857441835,13.2348857441835,,
Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,,,,,,,,,,,,,,,,,,,,
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,,,,,,,,,,,,,,,,,,3.94,,
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,12,,,,,,,,,,,,,,,,,,,
Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,,44.7,,,,,,46.7,,,,,,,,,49.6,,,
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,,11,,,,,,,,,,,,,,,37.381931,,,
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,27.5575240889137,28.9892202098874,30.4224687291607,31.8560594848391,33.2903918742152,34.7226372190282,35.991281813309,37.259303234479,38.5275100366274,39.7942700259259,41.0607930612985,42.3266652444817,43.5914728138515,44.8547932791001,46.1170309780224,47.3744793353905,48.6279447858576,49.8769787577501,,
"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,47.514454897669,48.5033487154887,49.4922425333085,50.4811363511282,51.470030168948,52.4589239867677,53.4478178045875,54.4367116224072,55.425605440227,56.4144992580468,57.4033930758665,58.3922868936862,59.381180711506,60.3700745293258,61.3589683471452,62.347862164965,63.3367559827847,64.3256498006045,,
"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,7.53102158475055,8.45465375399523,9.3782859232399,10.3019180924842,11.2255502617289,12.1491824309736,13.0728146002182,13.9964467694629,14.9200789387076,15.8437111079523,16.767343277197,17.6909754464416,18.6146076156863,19.538239784931,20.4618719541756,21.3855041234203,22.309136292665,23.2327684619097,,
ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,,,,,,,,,,,,,,,,,49,,,
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,,65.6,,,,,,79.8,,,,,,,,,81.6,,,
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,,,,,,,,,,,,,,,,,118.5,,,
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5,,,,,,,,,,,,,,,,,120,,,
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",SH.STA.AIRP.FE.P5,,,,,,,,,,,,,,,,,117,,,
"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,,,,,,,,,,,,,,,,,,,,
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,,,,,,,,,25.3,16.8,16.8,17.6,17.4,14.8,13.7,8.3,6.9,7.1,,
Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,,,,,,,,,24,10.7,13.4,13.8,13.4,14.4,15.9,12.6,10.5,10.6,,
Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,27129372832.9076,27855170982.3666,27778516654.5101,29691204742.6642,30697467065.9915,32543024837.0147,34972566197.2221,37342728159.6363,40894195703.0892,42476772438.8885,44279734274.3704,51001999661.4358,54513734657.1351,61179478161.5043,63575161943.7571,63441870172.6912,64610763583.8894,66116755011.4415,,
Final consumption expenditure (current LCU),NE.CON.TOTL.CN,39125133900,136133959600,403479000000,861252000000,1100375000000,1546144000000,1868657000000,2328843000000,3030073000000,3464124120700,4069559974300,5483408827500,6510061695100,7808115993900,8944161781500,9650369357900,11569218265400,14207580967200,,
Final consumption expenditure (current US$),NE.CON.TOTL.CD,3896714485.84334,6171664555.55606,9268944319.11638,11543958083.9688,13171613116.371,17739329570.8652,23251227788.1398,30360597136.3425,40382989442.0351,43668255685.8721,44279734274.3704,58374626097.0375,68191034640.9268,80897777871.1395,90986199538.3633,80379086228.0497,70692122430.8979,85631168586.5137,,
Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,,43.9100555119253,41.5078488393937,42.9531795992586,41.6134828499652,31.952809624771,29.0469389956012,30.9809870893578,28.7959858728146,42.2120871510962,35.7977518644807,33.9823967558135,35.4096225696613,37.5528439203076,44.4667431472203,52.7440004214426,56.0257956464398,57.1824952478979,,
"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,,,26529937145.9961,28710697979.397,29847641616.7453,31348977990.1137,33358447483.7371,35353282646.1021,38241645836.0303,42187401054.0869,43838799572.7559,48331585876.3508,53089199129.156,57477892620.6618,64762500623.2113,66678687744.7856,70608726923.8199,72656380009.8939,,
"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,14252837901.2573,22117246460.142,23584172166.0749,24197993935.2114,25588566094.1435,27686038437.9943,32176699653.1252,36639314145.4096,39506546170.3794,41078930878.3301,48331585876.3508,54265518598.9592,57940619397.4565,70549592093.1918,73991409359.1819,71322961592.8605,69119715692.4908,,
Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,,,,4.62453466077469,0.431516904983582,1.37945448058974,2.62728283857574,2.15017592143224,4.22987019307477,6.30665673063152,0.168443005871737,6.31375110732395,5.96201124785489,4.48855853423376,8.80111718345501,-0.521621884650344,2.37636015259184,-0.462263563557968,,
Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,,,1036.22742177385,1084.14811805823,1088.82640046272,1103.84626502974,1132.84742851513,1157.20564114962,1206.15393763719,1282.22192612696,1284.38173928128,1365.47440556742,1446.88414321393,1511.82838490463,1644.88617267282,1636.30608641857,1675.19061223066,1667.44681641017,,
Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,,,276187000000,298889571400,310725598400,326355096000,347274457700,368041470300,398110458400,439187310200,456379013300,503150672200,552679283000,598367295100,674202907500,694151163300,735064405000,756381272800,,
Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,,,,8.22,3.95999999081936,5.03000000015447,6.41000001421763,5.98000000850625,8.16999999361214,10.3179534557035,3.91443529918274,10.2484245631283,9.8436936561048,8.26664098064265,12.673756239857,2.95879112624566,5.89399598575878,2.90000000748236,,
Households and NPISHs Final consumption expenditure (constant 2010 US$),NE.CON.PRVT.KD,,,18154100308.8909,19646367354.2818,20424363499.7077,21451708983.7745,22826763532.6844,24191803993.8806,26168274378.6353,28868304749.1837,29998335860.5614,33072692681.4249,36328267232.8094,39331394659.4342,44316159744.307,45627382346.3144,48316658430.213,49717841528.3044,,
Households and NPISHs Final consumption expenditure (current LCU),NE.CON.PRVT.CN,,86551461700,276187000000,570822000000,818775000000,1029632000000,1222807000000,1551012000000,1913019000000,2354311934600,2757018056100,3568471719200,4328808594700,4955099089800,6369353590300,7357941464400,9272025704600,11586486508100,,
Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,,3923830541.43867,6344721595.58192,7651123296.55807,9800829289.43015,11813247268.5009,15215079117.2119,20220191093.0161,25495565974.6193,29678121205.3217,29998335860.5614,37988814786.4263,45343032164.7044,51338441412.6647,64793469847.1248,61285178783.7319,56655442161.7486,69833448902.4567,,
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,25.1546327243358,19.1305785372378,21.854259210424,14.3120598095328,16.0290371753303,15.3417224061598,15.5369347037304,16.8146114613451,19.8985903407746,17.042343917732,18.2358605300281,17.8426343702592,21.6219487360425,17.9756599893925,16.4328322487885,13.8806820723169,12.9358215152381,,
General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,,,127292000000,132370950800,135150740800,146327707000,160697087900,174356340300,195871912700,177781762700,186777823600,237646112400,239124952700,290255916000,249217269500,227332969700,203397738400,203955181800,,
General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,,,,3.98999999999998,2.10000002508104,8.26999995252706,9.82000004961469,8.49999995550637,12.3400000040033,-9.23570396114275,5.06017083157202,27.2346512126293,0.622286762895087,21.3825293942233,-14.1387803788985,-8.78121321363729,-10.5287109615407,0.274065682531671,,
General government final consumption expenditure (constant 2010 US$),NE.CON.GOVT.KD,,,9732995769.26095,10121342300.4545,10333890491.3025,11188503230.0275,12287214252.7673,13331627458.7855,14976750287.7333,13593541968.1587,14281398413.8089,18170887460.0958,18283962487.4605,22193536140.7705,19055640807.5155,17382324358.9827,15552189668.8279,15594812883.5924,,
General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,,49582497800,127292000000,290430000000,281600000000,516512000000,645850000000,777831000000,1117054000000,1109812186100,1312541918200,1914937108300,2181253100400,2853016904100,2574808191200,2292427893500,2297192560800,2621094459200,,
General government final consumption expenditure (current US$),NE.CON.GOVT.CD,,2247834009.58387,2924222723.53447,3892834787.41071,3370783826.94089,5926082302.3643,8036148670.92789,10140406043.3264,14887423467.4158,13990134480.5504,14281398413.8089,20385811310.6112,22848002476.2224,29559336458.4747,26192729691.2385,19093907444.3177,14036680269.1493,15797719684.6597,,
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,,,2000000,,,,,,,,,,,,,,,,,
Military expenditure (% of general government expenditure),MS.MIL.XPND.ZS,12.8833216075983,10.7886306722638,9.19173249002421,10.934564719985,11.647001444409,13.9189386804869,12.2909147359025,8.16726388801576,6.7844883516873,10.4641462831647,10.6044765542859,8.70453590660844,8.6986152300512,12.0250823840334,12.8877330994519,11.4798434431899,12.3999736844991,10.5384146392043,9.39564806622377,
